timestamp,trigger_value,annotation
2025-12-22T14:40:58.981938,1,Session_Start
2025-12-22T14:41:29.081032,1,Feedback_High
2025-12-22T14:41:44.089229,1,Feedback_High
2025-12-22T14:41:49.099256,1,Feedback_Low
2025-12-22T14:41:59.104940,1,Feedback_High
2025-12-22T14:42:04.110761,1,Feedback_Low
2025-12-22T14:42:19.104406,1,Feedback_High
2025-12-22T14:42:24.110297,1,Feedback_Low
2025-12-22T14:42:29.106178,1,Feedback_Low
2025-12-22T14:43:09.144278,1,Feedback_Low
2025-12-22T14:43:24.138929,1,Feedback_High
2025-12-22T14:43:29.141238,1,Feedback_High
2025-12-22T14:43:34.138091,1,Feedback_Low
2025-12-22T14:43:39.140640,1,Feedback_Low
2025-12-22T14:43:44.136187,1,Feedback_High
2025-12-22T14:43:49.139294,1,Feedback_Low
2025-12-22T14:43:59.139484,1,Feedback_High
2025-12-22T14:44:04.132773,1,Feedback_Low
2025-12-22T14:44:09.141508,1,Feedback_Low
2025-12-22T14:44:14.131308,1,Feedback_Low
2025-12-22T14:44:44.142186,1,Feedback_Low
2025-12-22T14:44:49.133848,1,Feedback_High
2025-12-22T14:45:04.157465,1,Feedback_High
2025-12-22T14:45:24.149792,1,Feedback_High
2025-12-22T14:45:29.158430,1,Feedback_High
2025-12-22T14:45:34.149716,1,Feedback_Low
2025-12-22T14:45:39.153689,1,Feedback_Low
2025-12-22T14:45:44.149228,1,Feedback_High
2025-12-22T14:45:59.151484,1,Feedback_Low
2025-12-22T14:46:04.163465,1,Feedback_High
2025-12-22T14:46:14.178212,1,Feedback_High
2025-12-22T14:46:44.191958,1,Feedback_Low
2025-12-22T14:46:49.182876,1,Feedback_High
2025-12-22T14:46:54.180725,1,Feedback_High
2025-12-22T14:46:59.191612,1,Feedback_Low
2025-12-22T14:47:09.190681,1,Feedback_High
2025-12-22T14:47:19.191235,1,Feedback_High
2025-12-22T14:47:24.179337,1,Feedback_Low
2025-12-22T14:47:29.191160,1,Feedback_Low
2025-12-22T14:47:39.192947,1,Feedback_High
2025-12-22T14:47:49.198663,1,Feedback_Low
2025-12-22T14:47:54.209096,1,Feedback_High
2025-12-22T14:47:59.226067,1,Feedback_Low
2025-12-22T14:48:04.227103,1,Feedback_High
2025-12-22T14:48:09.234017,1,Feedback_Low
2025-12-22T14:48:14.231570,1,Feedback_High
2025-12-22T14:48:24.225207,1,Feedback_High
2025-12-22T14:48:34.239155,1,Feedback_High
2025-12-22T14:48:39.250717,1,Feedback_Low
2025-12-22T14:48:44.249909,1,Feedback_Low
2025-12-22T14:48:49.243316,1,Feedback_Low
2025-12-22T14:49:04.259596,1,Feedback_High
2025-12-22T14:49:09.258890,1,Feedback_Low
2025-12-22T14:49:19.273071,1,Feedback_High
2025-12-22T14:49:24.280714,1,Feedback_High
2025-12-22T14:49:29.276250,1,Feedback_Low
2025-12-22T14:49:39.258894,1,Feedback_Low
2025-12-22T14:49:44.259633,1,Feedback_Low
2025-12-22T14:49:49.264736,1,Feedback_High
2025-12-22T14:49:54.259800,1,Feedback_High
2025-12-22T14:49:59.268926,1,Feedback_Low
2025-12-22T14:50:09.270363,1,Feedback_High
2025-12-22T14:50:24.257723,1,Feedback_Low
2025-12-22T14:50:34.268684,1,Feedback_Low
2025-12-22T14:50:49.270450,1,Feedback_High
2025-12-22T14:51:04.268151,1,Feedback_High
2025-12-22T14:51:09.261702,1,Feedback_Low
2025-12-22T14:51:14.259899,1,Feedback_Low
2025-12-22T14:51:24.262639,1,Feedback_High
2025-12-22T14:51:29.271461,1,Feedback_High
2025-12-22T14:51:34.277727,1,Feedback_Low
2025-12-22T14:51:39.284695,1,Feedback_Low
2025-12-22T14:51:44.277094,1,Feedback_High
2025-12-22T14:51:49.284409,1,Feedback_High
2025-12-22T14:51:54.279484,1,Feedback_Low
2025-12-22T14:52:04.286420,1,Feedback_High
2025-12-22T14:52:09.294217,1,Feedback_High
2025-12-22T14:52:14.301657,1,Feedback_High
2025-12-22T14:52:19.291754,1,Feedback_High
2025-12-22T14:52:24.298589,1,Feedback_Low
2025-12-22T14:52:49.321969,1,Feedback_Low
2025-12-22T14:52:54.334922,1,Feedback_High
2025-12-22T14:52:59.348612,1,Feedback_Low
2025-12-22T14:53:09.366648,1,Feedback_High
2025-12-22T14:53:14.370112,1,Feedback_Low
2025-12-22T14:53:19.381453,1,Feedback_High
2025-12-22T14:53:24.386043,1,Feedback_High
2025-12-22T14:53:29.389108,1,Feedback_High
2025-12-22T14:53:39.393475,1,Feedback_High
2025-12-22T14:53:44.388847,1,Feedback_Low
2025-12-22T14:54:09.394013,1,Feedback_Low
2025-12-22T14:54:29.407605,1,Feedback_High
2025-12-22T14:54:34.412424,1,Feedback_Low
2025-12-22T14:54:49.424331,1,Feedback_Low
2025-12-22T14:54:54.424350,1,Feedback_Low
2025-12-22T14:55:04.415826,1,Feedback_High
2025-12-22T14:55:09.416468,1,Feedback_High
2025-12-22T14:55:14.422265,1,Feedback_High
2025-12-22T14:55:19.415720,1,Feedback_Low
2025-12-22T14:55:24.421838,1,Feedback_Low
2025-12-22T14:55:44.418520,1,Feedback_Low
2025-12-22T14:55:59.688365,1,Session_Stop
