timestamp,trigger_value,annotation
2025-12-24T12:24:39.006222,1,Session_Start
2025-12-24T12:24:49.155010,1,Feedback_High
2025-12-24T12:24:54.170140,1,Feedback_High
2025-12-24T12:24:59.179212,1,Feedback_High
2025-12-24T12:25:04.184211,1,Feedback_Low
2025-12-24T12:25:14.205610,1,Feedback_Low
2025-12-24T12:25:24.213145,1,Feedback_High
2025-12-24T12:25:29.210819,1,Feedback_High
2025-12-24T12:25:34.205039,1,Feedback_High
2025-12-24T12:25:39.208876,1,Feedback_High
2025-12-24T12:25:54.212360,1,Feedback_Low
2025-12-24T12:26:04.226370,1,Feedback_Low
2025-12-24T12:26:09.220289,1,Feedback_Low
2025-12-24T12:26:14.232354,1,Feedback_High
2025-12-24T12:26:19.223031,1,Feedback_High
2025-12-24T12:26:29.224892,1,Feedback_High
2025-12-24T12:26:34.236475,1,Feedback_Low
2025-12-24T12:26:39.237152,1,Feedback_Low
2025-12-24T12:26:49.245035,1,Feedback_Low
2025-12-24T12:26:54.247244,1,Feedback_High
2025-12-24T12:26:59.245445,1,Feedback_Low
2025-12-24T12:27:04.243645,1,Feedback_High
2025-12-24T12:27:14.237451,1,Feedback_High
2025-12-24T12:27:24.241569,1,Feedback_Low
2025-12-24T12:27:34.249316,1,Feedback_High
2025-12-24T12:27:39.240201,1,Feedback_High
2025-12-24T12:27:54.246370,1,Feedback_Low
2025-12-24T12:27:59.241049,1,Feedback_High
2025-12-24T12:28:04.247353,1,Feedback_High
2025-12-24T12:28:14.242398,1,Feedback_High
2025-12-24T12:28:19.249463,1,Feedback_High
2025-12-24T12:28:34.257601,1,Feedback_Low
2025-12-24T12:28:44.256126,1,Feedback_Low
2025-12-24T12:28:49.252953,1,Feedback_High
2025-12-24T12:28:54.252113,1,Feedback_Low
2025-12-24T12:29:04.265104,1,Feedback_High
2025-12-24T12:29:09.260224,1,Feedback_High
2025-12-24T12:29:19.278916,1,Feedback_Low
2025-12-24T12:29:24.282351,1,Feedback_Low
2025-12-24T12:29:29.282115,1,Feedback_Low
2025-12-24T12:29:34.270307,1,Feedback_Low
2025-12-24T12:29:39.278518,1,Feedback_Low
2025-12-24T12:29:44.283112,1,Feedback_Low
2025-12-24T12:29:49.280912,1,Feedback_High
2025-12-24T12:29:54.284375,1,Feedback_High
2025-12-24T12:29:59.297238,1,Feedback_High
2025-12-24T12:30:04.294398,1,Feedback_High
2025-12-24T12:30:09.295279,1,Feedback_High
2025-12-24T12:30:19.288190,1,Feedback_High
2025-12-24T12:30:29.290712,1,Feedback_High
2025-12-24T12:30:39.291735,1,Feedback_Low
2025-12-24T12:30:44.294850,1,Feedback_High
2025-12-24T12:30:49.296439,1,Feedback_Low
2025-12-24T12:30:54.300342,1,Feedback_Low
2025-12-24T12:30:59.295674,1,Feedback_Low
2025-12-24T12:31:14.288921,1,Feedback_High
2025-12-24T12:31:24.301214,1,Feedback_Low
2025-12-24T12:31:29.303264,1,Feedback_High
2025-12-24T12:31:39.315317,1,Feedback_High
2025-12-24T12:31:44.318069,1,Feedback_Low
2025-12-24T12:31:49.329323,1,Feedback_Low
2025-12-24T12:31:54.329326,1,Feedback_High
2025-12-24T12:32:04.325617,1,Feedback_Low
2025-12-24T12:32:09.322800,1,Feedback_High
2025-12-24T12:32:14.329914,1,Feedback_High
2025-12-24T12:32:24.336468,1,Feedback_Low
2025-12-24T12:32:29.351674,1,Feedback_High
2025-12-24T12:32:34.364490,1,Feedback_High
2025-12-24T12:32:39.365500,1,Feedback_Low
2025-12-24T12:32:44.354262,1,Feedback_High
2025-12-24T12:32:49.366216,1,Feedback_Low
2025-12-24T12:32:59.373477,1,Feedback_High
2025-12-24T12:33:04.376325,1,Feedback_High
2025-12-24T12:33:09.372278,1,Feedback_High
2025-12-24T12:33:14.375614,1,Feedback_High
2025-12-24T12:33:19.383142,1,Feedback_Low
2025-12-24T12:33:24.396619,1,Feedback_High
2025-12-24T12:33:29.398877,1,Feedback_High
2025-12-24T12:33:34.401364,1,Feedback_Low
2025-12-24T12:33:39.409217,1,Feedback_Low
2025-12-24T12:33:44.415973,1,Feedback_Low
2025-12-24T12:33:59.417720,1,Feedback_Low
2025-12-24T12:34:04.417935,1,Feedback_High
2025-12-24T12:34:09.426713,1,Feedback_Low
2025-12-24T12:34:14.430376,1,Feedback_Low
2025-12-24T12:34:19.440347,1,Feedback_High
2025-12-24T12:34:24.441013,1,Feedback_Low
2025-12-24T12:34:34.436927,1,Feedback_High
2025-12-24T12:34:59.435868,1,Feedback_Low
2025-12-24T12:35:14.427097,1,Feedback_High
2025-12-24T12:35:19.427849,1,Feedback_Low
2025-12-24T12:35:24.422282,1,Feedback_Low
2025-12-24T12:35:29.427789,1,Feedback_Low
2025-12-24T12:35:39.426727,1,Feedback_High
2025-12-24T12:35:59.427172,1,Feedback_Low
2025-12-24T12:36:04.431233,1,Feedback_Low
2025-12-24T12:36:09.423169,1,Feedback_Low
2025-12-24T12:36:14.426872,1,Feedback_Low
2025-12-24T12:36:19.434995,1,Feedback_Low
2025-12-24T12:36:24.448504,1,Feedback_Low
2025-12-24T12:36:29.438003,1,Feedback_Low
2025-12-24T12:36:34.445026,1,Feedback_High
2025-12-24T12:36:44.441926,1,Feedback_High
2025-12-24T12:36:49.445844,1,Feedback_Low
2025-12-24T12:36:54.450259,1,Feedback_Low
2025-12-24T12:36:59.467071,1,Feedback_High
2025-12-24T12:37:04.472995,1,Feedback_High
2025-12-24T12:37:09.480797,1,Feedback_Low
2025-12-24T12:37:14.487991,1,Feedback_High
2025-12-24T12:37:39.496807,1,Feedback_Low
2025-12-24T12:37:49.509085,1,Feedback_Low
2025-12-24T12:37:54.499745,1,Feedback_Low
2025-12-24T12:37:59.509885,1,Feedback_High
2025-12-24T12:38:19.536189,1,Feedback_Low
2025-12-24T12:38:24.534649,1,Feedback_High
2025-12-24T12:38:29.542471,1,Feedback_Low
2025-12-24T12:38:54.554856,1,Feedback_Low
