timestamp,trigger_value,annotation
2025-12-24T11:57:09.425255,1,Session_Start
2025-12-24T11:57:29.601399,1,Feedback_Low
2025-12-24T11:57:34.600095,1,Feedback_Low
2025-12-24T11:57:39.593738,1,Feedback_Low
2025-12-24T11:57:44.602390,1,Feedback_Low
2025-12-24T11:57:49.617774,1,Feedback_High
2025-12-24T11:57:54.612138,1,Feedback_Low
2025-12-24T11:57:59.620719,1,Feedback_High
2025-12-24T11:58:04.631706,1,Feedback_High
2025-12-24T11:58:09.607428,1,Feedback_Low
2025-12-24T11:58:14.614660,1,Feedback_Low
2025-12-24T11:58:34.614367,1,Feedback_High
2025-12-24T11:59:14.614416,1,Feedback_Low
2025-12-24T11:59:34.621904,1,Feedback_High
2025-12-24T11:59:49.618507,1,Feedback_High
2025-12-24T11:59:54.618576,1,Feedback_Low
2025-12-24T11:59:59.619350,1,Feedback_Low
2025-12-24T12:00:09.621957,1,Feedback_High
2025-12-24T12:00:24.617863,1,Feedback_High
2025-12-24T12:00:29.629158,1,Feedback_Low
2025-12-24T12:00:39.631004,1,Feedback_High
2025-12-24T12:01:04.644948,1,Feedback_Low
2025-12-24T12:01:34.670924,1,Feedback_High
2025-12-24T12:01:39.671872,1,Feedback_Low
2025-12-24T12:02:04.703894,1,Feedback_High
2025-12-24T12:02:09.708837,1,Feedback_High
2025-12-24T12:02:14.716387,1,Feedback_Low
2025-12-24T12:02:34.715253,1,Feedback_High
2025-12-24T12:02:39.721575,1,Feedback_High
2025-12-24T12:02:44.725050,1,Feedback_Low
2025-12-24T12:02:49.736040,1,Feedback_Low
2025-12-24T12:03:04.731244,1,Feedback_High
2025-12-24T12:03:09.739636,1,Feedback_Low
2025-12-24T12:03:14.735377,1,Feedback_High
2025-12-24T12:03:19.740001,1,Feedback_High
2025-12-24T12:03:29.732326,1,Feedback_Low
2025-12-24T12:03:34.741401,1,Feedback_High
2025-12-24T12:03:39.734567,1,Feedback_High
2025-12-24T12:03:49.731569,1,Feedback_Low
2025-12-24T12:04:04.747816,1,Feedback_High
2025-12-24T12:04:19.758728,1,Feedback_Low
2025-12-24T12:04:24.748211,1,Feedback_High
2025-12-24T12:04:29.755669,1,Feedback_Low
2025-12-24T12:04:49.760144,1,Feedback_High
2025-12-24T12:04:54.751427,1,Feedback_Low
2025-12-24T12:04:59.753519,1,Feedback_Low
2025-12-24T12:05:14.773005,1,Feedback_High
2025-12-24T12:05:19.766351,1,Feedback_High
2025-12-24T12:05:24.778148,1,Feedback_Low
2025-12-24T12:05:39.805021,1,Feedback_Low
2025-12-24T12:05:44.807306,1,Feedback_High
2025-12-24T12:05:54.811490,1,Feedback_Low
2025-12-24T12:06:04.820509,1,Feedback_High
2025-12-24T12:06:09.813862,1,Feedback_Low
2025-12-24T12:06:14.818999,1,Feedback_High
2025-12-24T12:06:19.814658,1,Feedback_Low
2025-12-24T12:06:29.812624,1,Feedback_High
2025-12-24T12:06:39.815943,1,Feedback_High
2025-12-24T12:06:44.819723,1,Feedback_Low
2025-12-24T12:06:54.815316,1,Feedback_Low
2025-12-24T12:06:59.820322,1,Feedback_High
2025-12-24T12:07:09.816485,1,Feedback_Low
2025-12-24T12:07:14.815137,1,Feedback_High
2025-12-24T12:07:24.843133,1,Feedback_High
2025-12-24T12:07:29.839070,1,Feedback_High
2025-12-24T12:07:34.839314,1,Feedback_Low
2025-12-24T12:07:39.831753,1,Feedback_Low
2025-12-24T12:07:44.839246,1,Feedback_Low
2025-12-24T12:07:54.839945,1,Feedback_High
2025-12-24T12:07:59.835488,1,Feedback_High
2025-12-24T12:08:04.837753,1,Feedback_High
2025-12-24T12:08:09.834847,1,Feedback_High
2025-12-24T12:08:14.844316,1,Feedback_High
2025-12-24T12:08:19.837368,1,Feedback_Low
